0,0,3,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.99924,0,-0,0,0,0,-0.1176,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.99706,0,-0,0,0,0,-0.2352,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.99347,0,-0,0,0,0,-0.3528,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.98848,0,-0,0,0,0,-0.4704,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.98207,0,-0,0,0,0,-0.588,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.97425,0,-0,0,0,0,-0.7056,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.96501,0,-0,0,0,0,-0.8232,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.95437,0,-0,0,0,0,-0.9408,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.94232,0,-0,0,0,0,-1.0584,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.92885,0,-0,0,0,0,-1.176,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.91398,0,-0,0,0,0,-1.2936,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.89769,0,-0,0,0,0,-1.4112,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.87999,0,-0,0,0,0,-1.5288,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.86088,0,-0,0,0,0,-1.6464,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.84036,0,-0,0,0,0,-1.764,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.81843,0,-0,0,0,0,-1.8816,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.79508,0,-0,0,0,0,-1.9992,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.77033,0,-0,0,0,0,-2.1168,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.74416,0,-0,0,0,0,-2.2344,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.71658,0,-0,0,0,0,-2.352,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.6876,0,-0,0,0,0,-2.4696,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.6572,0,-0,0,0,0,-2.5872,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.62539,0,-0,0,0,0,-2.7048,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.59216,0,-0,0,0,0,-2.8224,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.55753,0,-0,0,0,0,-2.94,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.52149,0,-0,0,0,0,-3.0576,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.48403,0,-0,0,0,0,-3.1752,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
0,0,2.44516,0,-0,0,0,0,-3.2928,0,0,-9.8,0,0,-14.6981,0,0,0,0,0,0,0,0,0
