2,0,1,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-3.44151e-08,0.999729,2.84088e-07,-2.15278e-06,5.53591e-06,-0.000173262,8.71984e-05,5.02652e-05,9.15699e-05,1.57551e-05,-8.37482e-06,-0.00793282,-0.000313957,-0.000207217,0.000917245,-0.0136358,0.00681734,0.00832159,0.0113156
2,-2.93882e-07,0.999874,-6.08429e-06,-4.87076e-06,2.05458e-05,-0.000384476,0.000125214,0.000193906,0.000252333,4.59976e-05,-3.52288e-05,0.0183721,-0.000702825,-0.000367911,0.00151515,-0.0305448,0.00490605,0.0152909,0.0179805
2,-9.77996e-07,1.00018,-1.74774e-05,-1.32624e-05,4.05253e-05,-0.000680188,0.000302952,0.000420472,0.000547636,0.000101048,-7.75714e-05,0.0341646,-0.00116461,-0.0010082,0.00173027,-0.0215993,0.0235454,0.021832,0.0299508
2,-2.25413e-06,1.00073,-3.4755e-05,-3.11969e-05,5.95684e-05,-0.000781093,0.000754577,0.000717437,0.00098482,0.000182507,-0.000132262,0.0540964,-0.00168682,-0.00193729,0.00139491,0.00342536,0.049996,0.0271124,0.0418857
2.00001,-4.24656e-06,1.00149,-5.88535e-05,-6.1891e-05,7.09736e-05,-0.000493764,0.00157215,0.00107021,0.00156669,0.000289581,-0.00019562,0.0714954,-0.00229606,-0.0030932,0.000508335,0.0439905,0.0834396,0.0312387,0.0538319
2.00001,-7.03866e-06,1.00237,-9.06425e-05,-0.000106162,6.94587e-05,0.000400991,0.00277468,0.00146226,0.00226887,0.000417445,-0.000264465,0.0737401,-0.00293875,-0.00421929,-0.000765118,0.0917445,0.116596,0.0339751,0.0635512
2.00002,-1.06577e-05,1.00338,-0.00013098,-0.000163096,4.92688e-05,0.00786611,0.00876516,0.00188238,0.00307462,0.000558154,-0.000332625,0.0956063,-0.00368698,-0.00515329,-0.00252549,0.126874,0.129339,0.0358498,0.070038
2.00002,-1.50776e-05,1.00467,-0.000182652,-0.000227336,8.1359e-06,0.00347304,0.00598379,0.00231749,0.00390302,0.000698215,-0.000398413,0.113008,-0.00470257,-0.00541535,-0.00418197,0.140929,0.130813,0.0365645,0.0679741
2.00003,-2.02581e-05,1.0061,-0.000245452,-0.000293504,-5.40716e-05,0.00533785,0.00758082,0.00275672,0.0047117,0.000826477,-0.000458316,0.1259,-0.00571327,-0.00556503,-0.00602768,0.175886,0.139505,0.0365549,0.0664682
2.00004,-2.60877e-05,1.00772,-0.000321421,-0.000358599,-0.000137369,0.00762701,0.00926209,0.00318976,0.00547305,0.000936937,-0.000507244,0.142257,-0.00686785,-0.0052086,-0.00766335,0.201788,0.139152,0.0356183,0.0602469
2.00006,-3.24178e-05,1.00953,-0.000411517,-0.000414613,-0.000237684,0.012977,0.0135482,0.00360649,0.00612904,0.00101955,-0.000541903,0.158821,-0.00799812,-0.00405131,-0.008876,0.204191,0.116553,0.0339202,0.0493057
2.00007,-3.90413e-05,1.01156,-0.000518165,-0.000452164,-0.000347769,0.0134284,0.0122583,0.00399704,0.00660581,0.00106229,-0.000558911,0.174454,-0.00949473,-0.00221072,-0.00931693,0.16578,0.0901027,0.0313898,0.0314513
2.00008,-4.64495e-05,1.01365,-0.000667032,-0.000463917,-0.000404751,0.0144271,0.0131427,0.00494165,0.00686948,0.00106581,-0.000667856,0.175872,-0.0129985,0.000272174,-0.00484846,0.148642,0.0703383,0.0743139,0.0136382
2.00009,-5.49237e-05,1.01587,-0.000833878,-0.000440766,-0.000464011,0.0160155,0.0137426,0.00574487,0.00688762,0.00101445,-0.000729611,0.194284,-0.0147555,0.00337236,-0.00497468,0.11091,0.0216115,0.0602893,-0.00900341
2.0001,-6.38089e-05,1.01827,-0.0010218,-0.000377469,-0.000520116,0.0169295,0.0135507,0.00638162,0.0066346,0.00091826,-0.000741751,0.204276,-0.0164099,0.00699027,-0.00431517,0.0589849,-0.0323285,0.0470009,-0.0311629
2.00012,-7.24648e-05,1.0208,-0.0012307,-0.000268235,-0.00056265,0.0172468,0.0128275,0.00686141,0.00611703,0.000779484,-0.0006947,0.216342,-0.0182816,0.010931,-0.00278908,-0.00152059,-0.0832757,0.0340512,-0.0530439
2.00012,-8.01702e-05,1.02348,-0.001463,-0.000110938,-0.000581686,0.0168062,0.0115323,0.00718888,0.00535069,0.000607562,-0.000588862,0.228235,-0.0202451,0.0149697,-0.000479722,-0.0661043,-0.127469,0.0216243,-0.0724455
2.00013,-8.62237e-05,1.02629,-0.00171886,9.421e-05,-0.000568864,0.0156015,0.00977759,0.00737141,0.00437774,0.000416661,-0.000423792,0.239238,-0.0222105,0.0188808,0.00244436,-0.128371,-0.160339,0.00983738,-0.0876422
2.00013,-8.9899e-05,1.02923,-0.00199838,0.000344267,-0.000518356,0.0136973,0.00771849,0.00741676,0.0032563,0.00022373,-0.000197477,0.249909,-0.0241749,0.0224524,0.00573844,-0.18268,-0.179012,-0.0012827,-0.0974683
2.00013,-9.0448e-05,1.0323,-0.00230089,0.000633989,-0.000427487,0.0112588,0.00562173,0.00733322,0.00205717,4.85366e-05,9.35825e-05,0.261304,-0.0261454,0.0255312,0.00912207,-0.221289,-0.179979,-0.0117743,-0.101105
2.00013,-8.71202e-05,1.03549,-0.00262867,0.000956912,-0.000298145,0.00837472,0.0034323,0.0071289,0.000856492,-9.2605e-05,0.000439493,0.268553,-0.0297848,0.0282773,0.0119681,-0.246337,-0.171224,-0.0218241,-0.0987793
2.00013,-7.95435e-05,1.03866,-0.0029715,0.00130163,-0.000138276,0.00540024,0.00156758,0.00682303,-0.000264234,-0.000190288,0.000816647,0.264715,-0.0288646,0.0292309,0.0144296,-0.24774,-0.141594,-0.0292833,-0.0885439
2.00013,-6.68205e-05,1.04185,-0.00333578,0.00166342,4.50143e-05,0.0024739,5.24084e-05,0.00641638,-0.0012487,-0.000216767,0.00126622,0.264929,-0.030458,0.0302799,0.016007,-0.237117,-0.109408,-0.0367588,-0.0751607
2.00013,-4.81375e-05,1.0451,-0.00371072,0.00203,0.00024217,-0.00100708,-0.00140751,0.00592723,-0.00203559,-0.000138465,0.00182033,0.277572,-0.0323181,0.0309234,0.0167342,-0.208615,-0.0692458,-0.0444967,-0.0570376
2.00013,-2.23903e-05,1.0485,-0.00410772,0.00240124,0.00044029,-0.00265337,-0.0018815,0.00534974,-0.00258151,2.66083e-05,0.00242851,0.286777,-0.0336134,0.0307826,0.016292,-0.159193,-0.0229126,-0.0509985,-0.0353049
