14.9386,14.7124,-0.00109302,-0.000583348
14.9733,14.785,-0.000920327,-0.00055347
14.8627,14.6978,-0.000385191,-0.000162688
14.7939,14.6585,4.13408e-05,8.18e-05
14.707,14.5976,0.000463544,0.000315392
14.6299,14.5459,0.000780577,0.000457938
14.6168,14.5604,0.000818159,0.00038258
14.5197,14.4846,4.84616e-05,-0.00017024
14.4427,14.4253,0.00116332,0.000551685
14.3827,14.385,0.0011032,0.000499653
14.3076,14.3266,0.000966745,0.000443909
14.2304,14.2648,0.000321936,-8.41642e-06
14.1569,14.2047,0.000495835,0.000335861
14.0243,14.3281,0.000330198,3.9309e-05
13.9508,14.2401,9.90736e-05,2.01531e-05
13.9121,14.188,-0.00016087,3.86567e-06
13.8638,14.1253,-0.000368288,2.68893e-05
13.8153,14.0621,-0.000505864,8.54217e-05
13.7698,14.0015,-0.00057095,0.000161249
13.7249,13.9414,-0.000553621,0.000246637
13.6759,13.8769,-0.000468731,0.000312178
13.6353,13.8393,-0.000327414,0.000333377
13.6603,13.8314,-0.000257342,0.000278858
13.6562,13.8176,-0.000122091,0.000187579
13.5997,13.7471,0.000263925,0.000231961
13.5574,13.6899,0.000357216,0.000141694
13.6438,13.5537,0.00025271,9.39933e-06
13.6103,13.5198,0.00033102,-0.000115515
13.5482,13.4677,0.00036259,-0.000255009
13.5102,13.433,0.000315982,-0.000425751
13.4555,13.3862,0.00021966,-0.00059487
13.4182,13.3521,4.70849e-05,-0.000686814
13.3577,13.3015,-0.000256962,-0.000779783
13.3637,13.3131,-0.00047708,-0.000894182
13.3461,13.2886,-0.000629474,-0.000788743
13.3119,13.2763,-0.000921825,-0.000840154
13.3137,13.2829,-0.00111987,-0.000762638
13.3176,13.2653,-0.0010428,-0.000393619
13.2552,13.2151,-0.000987407,-0.000172017
13.2238,13.1802,-0.000816548,0.000170874
13.2414,13.2279,-0.000840508,7.88766e-05
13.2623,13.2091,-0.000436443,0.000485677
13.2634,13.2171,-0.000221587,0.000545579
13.211,13.1705,0.000301802,0.000705504
13.1716,13.138,0.000402192,0.000607059
13.1254,13.0984,0.000642202,0.000510894
12.9998,13.2025,0.00103014,0.000213884
13.0734,13.2148,0.00106822,0.000114496
13.0122,13.1587,0.000995972,-0.000199436
13.0654,13.0491,0.000559525,-0.000380802
13.1575,13.066,0.000498552,-0.000353494
13.1429,13.0798,0.0002297,-0.000591128
13.0986,13.0126,0.000212205,-0.000354237
13.0583,13.0175,-0.000222719,-0.000556058
13.0382,12.9618,-0.000188551,-0.000121102
12.9743,12.944,-0.000719089,-0.000381112
12.9571,12.926,-0.000692414,-1.29718e-05
12.9843,12.9501,-0.000792929,0.000173248
12.9351,12.9212,-0.000729753,0.000416651
12.8924,12.8803,-0.00064003,0.000542701
12.8825,12.8677,-0.000350079,0.000845748
12.8661,12.8204,0.00010544,0.00115327
12.8237,12.8193,0.000152281,0.000894812
12.7975,12.7958,0.0004054,0.000780084
12.77,12.7717,0.000621004,0.000574824
12.7447,12.7495,0.000781378,0.000304801
12.7133,12.7229,0.0008384,-1.93416e-05
12.6908,12.7037,0.000853574,-0.000339553
12.6841,12.6674,0.000774861,-0.000662338
12.6704,12.6955,0.000403511,-0.00102439
12.6563,12.6953,0.000312437,-0.00112115
12.6657,12.7023,-7.69009e-05,-0.00128553
12.6716,12.7054,-0.00030829,-0.00117946
12.6384,12.6723,-0.000544224,-0.000978321
12.6228,12.6543,-0.000751209,-0.000680891
12.6042,12.633,-0.00090195,-0.000315278
12.5868,12.6125,-0.000982639,8.04119e-05
12.5664,12.5884,-0.000981681,0.000461896
12.5532,12.5732,-0.00095735,0.000930125
12.5766,12.5964,-0.000921514,0.00101474
12.5675,12.5876,-0.000607162,0.00100961
12.543,12.5877,-0.000660254,0.00122909
12.5673,12.5833,-0.000250139,0.000849493
12.5527,12.5663,0.000571513,0.000635266
12.5449,12.5583,0.000596576,0.00018434
12.5301,12.5433,0.000824946,-0.000200347
12.5147,12.5274,0.00097517,-0.000580797
12.5006,12.5136,0.00102132,-0.000930165
12.4825,12.4936,0.00107701,-0.00119321
12.4709,12.4819,0.00079773,-0.00133955
12.4428,12.4521,0.000528284,-0.00133324
12.4511,12.4651,0.000236414,-0.00126452
12.4398,12.45,-7.26583e-05,-0.000980252
12.4706,12.4908,-0.000560434,-0.000777207
12.4571,12.4582,-0.000694602,-0.000143517
12.4443,12.447,-0.000931631,0.000294916
12.4372,12.43,-0.000931267,0.000912715
12.4302,12.4304,-0.000992898,0.00134059
12.545,12.3461,-0.00111464,0.00167526
12.527,12.3379,-0.000875589,0.00189863
12.5106,12.3409,-0.000566499,0.00188777
12.49,12.3343,-0.000163414,0.00173141
12.5808,12.2416,0.000180105,0.00149985
12.5686,12.2902,0.000383635,0.000735956
12.5384,12.2775,0.000867537,0.000261784
12.4985,12.2949,0.00206918,-0.000904977
12.4953,12.2939,0.00130397,-0.000946677
12.4787,12.3114,0.0012903,-0.00149394
12.4342,12.3283,0.00101165,-0.00209009
12.4897,12.3735,0.000920422,-0.00211066
12.4723,12.3639,0.000774086,-0.00193094
12.4501,12.339,0.000623603,-0.00145678
12.4431,12.3708,0.000136114,-0.00114124
12.4281,12.3596,-0.000149375,-0.000422642
12.3745,12.3813,-0.0012466,-0.00018188
12.3887,12.3664,-0.000666734,0.00104531
12.4007,12.3776,-0.00101066,0.00171008
12.431,12.3647,-0.000767701,0.00246601
12.4317,12.4367,-0.00115738,0.00231582
12.4147,12.4089,-0.000935128,0.00261731
12.4129,12.4123,-0.000650242,0.00244983
12.4039,12.4089,-0.000334316,0.00206426
12.3994,12.4172,-1.43766e-05,0.00138639
12.3932,12.4165,0.000362362,0.000603435
12.3536,12.3879,-0.000624338,-0.00113582
12.3684,12.4173,0.00114145,-0.000954196
12.3788,12.415,0.00150597,-0.00171812
12.3786,12.4154,0.00173799,-0.00228793
12.3766,12.4129,0.00176219,-0.00261024
12.3757,12.4115,0.00165363,-0.00266817
12.3756,12.4097,0.00137788,-0.0024304
12.4917,12.3253,0.000824272,-0.00184566
12.4874,12.3441,0.000272039,-0.0011853
12.4782,12.3409,-0.000160694,-0.000265185
12.5055,12.362,-0.000582171,0.000708628
12.5045,12.4176,-0.0013676,0.00125276
12.5366,12.4548,-0.00173846,0.00227941
12.5344,12.4502,-0.00177426,0.00267498
12.5295,12.4566,-0.0017684,0.00301252
12.5079,12.4465,-0.001871,0.00334276
12.5455,12.4823,-0.00126638,0.00283661
12.5364,12.5484,-0.00128628,0.0016008
12.5474,12.5107,-0.000251957,0.00134739
12.5441,12.5207,0.000351906,0.000504903
12.4452,12.6334,0.00101884,-0.000401887
12.4633,12.6416,0.00164209,-0.00146949
12.4692,12.6307,0.00208536,-0.00224836
12.4691,12.6112,0.00239631,-0.00277076
12.5651,12.7301,0.00205126,-0.00360164
12.5536,12.691,0.00293169,-0.00351529
12.5677,12.674,0.00172099,-0.00282723
12.5829,12.6832,0.0010448,-0.00220127
12.5856,12.6653,0.000447244,-0.00123858
12.5924,12.6588,-0.000292807,-0.000347528
12.5896,12.6451,-0.000954588,0.000745632
12.6471,12.6961,-0.00184389,0.00157952
12.6424,12.6754,-0.00245608,0.00295503
12.6433,12.6623,-0.00249793,0.00326717
12.6542,12.6675,-0.00253782,0.00357953
12.7044,12.7234,-0.00271913,0.00342326
12.6966,12.7027,-0.00207943,0.00316523
12.694,12.6958,-0.00127262,0.0024773
12.7003,12.7033,-0.000486346,0.00157895
12.6966,12.698,0.000450318,0.00075718
12.6952,12.697,0.00135063,-0.000229553
