13.5759,13.1636,0.0359364,0.0342591
13.4957,13.1597,0.0354132,0.0336654
13.4621,13.21,0.034087,0.0323494
13.3923,13.2128,0.0328298,0.0314489
13.35,13.2354,0.0311834,0.0294127
13.4291,13.1108,0.0292258,0.0275583
13.2636,13.2939,0.0268343,0.0247883
13.2453,13.3349,0.024061,0.0222371
13.1929,13.3283,0.020719,0.0189749
13.1547,13.3321,0.0170341,0.0151996
13.1174,13.3329,0.0125921,0.0109472
13.0816,13.332,0.00763646,0.00600607
13.0484,13.3303,0.00222663,0.000747748
13.0187,13.3273,-0.00294508,-0.00403601
12.9661,13.3034,-0.00753072,-0.00816501
12.9723,13.3122,-0.0114292,-0.0119808
13.0884,13.2334,-0.0155266,-0.0158379
12.9841,13.3425,-0.0198106,-0.0196468
12.9648,13.3296,-0.023984,-0.0234671
12.9481,13.3035,-0.0282236,-0.0273345
12.9288,13.2943,-0.0323243,-0.0309585
12.862,13.3796,-0.0362947,-0.0346149
12.8791,13.2955,-0.0401427,-0.038044
12.8817,13.2364,-0.0450073,-0.0422772
13.0091,13.1918,-0.0491774,-0.0462806
12.995,13.1589,-0.0539331,-0.0505322
12.9902,13.1226,-0.0583191,-0.0543964
12.9918,13.0689,-0.0620894,-0.0566162
13.0004,13.0527,-0.0650709,-0.0593832
13.0053,12.9796,-0.0687996,-0.0618633
13.0209,12.9743,-0.0699322,-0.0630457
13.0235,12.953,-0.0728126,-0.0647216
12.9443,13.0324,-0.0748532,-0.0664682
12.9946,13.004,-0.0745739,-0.0658211
13.0021,12.9647,-0.0754325,-0.0662559
13.025,12.9389,-0.0745903,-0.0644384
13.1684,12.8237,-0.0748251,-0.063249
13.2009,12.8248,-0.0716807,-0.0600366
13.2155,12.8251,-0.0687627,-0.0565843
13.2175,12.8428,-0.0683578,-0.0569284
13.3455,12.8881,-0.0574055,-0.0459436
13.3482,12.908,-0.0524505,-0.0408651
13.3546,12.9235,-0.0453052,-0.0334312
13.4107,12.973,-0.0363513,-0.0251034
13.4837,13.0276,-0.0240975,-0.0132816
13.5307,13.0662,-0.0118403,-0.00277349
13.5781,13.1374,-0.00112239,0.00517674
13.669,13.2334,0.012407,0.0160445
13.7289,13.3256,0.0237912,0.0248653
13.7879,13.4156,0.0350452,0.0335141
13.7647,13.6446,0.0490101,0.0434649
13.8109,13.7127,0.0583614,0.0504979
13.8772,13.7684,0.0656668,0.0559875
14.0064,13.8113,0.0817187,0.0698964
14.0156,13.7895,0.0909196,0.0774838
14.0353,13.7522,0.10193,0.0868811
14.0428,13.7032,0.113874,0.0974404
13.8336,13.9141,0.126667,0.106507
13.8268,13.7767,0.138791,0.118292
13.838,13.5843,0.150738,0.130508
13.7596,13.4959,0.164062,0.139981
13.6965,13.3465,0.175006,0.150351
13.6127,13.1846,0.185431,0.160324
13.4894,13.018,0.195897,0.167828
13.3118,12.9237,0.20653,0.178304
13.1491,12.8118,0.215731,0.184873
12.9857,12.6059,0.224798,0.193929
12.8107,12.4418,0.231011,0.1998
12.7401,12.2846,0.240273,0.207164
12.534,12.1819,0.24415,0.210957
12.317,12.0094,0.252278,0.218727
12.0485,11.9746,0.258437,0.221699
11.8501,11.8758,0.261658,0.225411
11.6737,11.8077,0.263869,0.227043
11.5348,11.7586,0.263165,0.226094
11.4457,11.6808,0.262219,0.224935
11.5277,11.5144,0.260671,0.222862
11.4415,11.591,0.254758,0.213955
11.6669,11.3978,0.249563,0.207946
11.6138,11.5669,0.24081,0.196701
11.6941,11.6481,0.23068,0.185978
11.8277,11.799,0.215846,0.171921
11.9872,12.0211,0.19839,0.152467
12.2438,12.1892,0.177164,0.131636
12.4922,12.4049,0.155308,0.108571
12.7721,12.6811,0.13017,0.0806831
13.1619,12.9556,0.099947,0.0505075
13.5995,13.2856,0.0652305,0.0160861
14.0528,13.6717,0.0264891,-0.0186433
14.5241,14.1205,-0.011473,-0.0502028
15.0962,14.5676,-0.0476812,-0.0828426
16.2632,13.8625,-0.0741612,-0.110035
17.4073,15.8944,-0.00577831,-0.0406639
20.8861,14.4344,-0.264211,-0.283121
19.9948,15.7598,-0.244757,-0.254108
19.0063,16.784,-0.216712,-0.217338
19.6921,17.0321,-0.248545,-0.24448
20.2677,17.212,-0.284425,-0.279084
20.7503,17.6611,-0.317449,-0.309401
20.2812,17.1557,-0.365188,-0.350514
19.101,17.0979,-0.35407,-0.334238
18.8157,16.5024,-0.389457,-0.365346
17.8958,15.6802,-0.396661,-0.368044
17.0793,14.5252,-0.409963,-0.377476
16.2278,13.1748,-0.424616,-0.389413
15.254,11.8069,-0.442264,-0.406892
14.0657,10.6864,-0.460293,-0.428991
12.5239,10.055,-0.478605,-0.457001
10.5848,10.0476,-0.497057,-0.490658
8.40045,10.5719,-0.516921,-0.529039
6.21753,11.4634,-0.539394,-0.563357
4.71835,11.9914,-0.564136,-0.591001
4.22825,11.7369,-0.590827,-0.622134
