37.7237,36.7157,1.17228,0.539425,1.57,0.52,0.0001,0.0001
37.7706,36.8763,-0.957266,-0.553212,1.57,0.52,0.0001,0.0001
37.7835,36.9127,0.524614,0.275596,1.57,0.52,0.0001,0.0001
37.796,37.0287,-0.627065,-0.342724,1.57,0.52,0.0001,0.0001
37.8894,37.0346,0.391228,0.136589,1.57,0.52,0.0001,0.0001
37.9054,37.1309,-0.416175,-0.220429,1.57,0.52,0.0001,0.0001
38.0063,37.1395,0.285877,0.0610033,1.57,0.52,0.0001,0.0001
38.0264,37.2199,-0.279931,-0.146839,1.57,0.52,0.0001,0.0001
38.1079,37.2405,0.206133,0.0205541,1.57,0.52,0.0001,0.0001
38.1254,37.3097,-0.190604,-0.100681,1.57,0.52,0.0001,0.0001
38.1795,37.343,0.147687,0.000348935,1.57,0.52,0.0001,0.0001
38.1885,37.4043,-0.13168,-0.0707377,1.57,0.52,0.0001,0.0001
38.2143,37.4458,0.10515,-0.00900609,1.57,0.52,0.0001,0.0001
38.2115,37.5009,-0.0916209,-0.0495635,1.57,0.52,0.0001,0.0001
38.2121,37.5471,0.0746089,-0.011896,1.57,0.52,0.0001,0.0001
38.1963,37.5962,-0.0644501,-0.0342639,1.57,0.52,0.0001,0.0001
38.1759,37.6431,0.0528154,-0.0111449,1.57,0.52,0.0001,0.0001
38.1479,37.686,-0.0458781,-0.0227014,1.57,0.52,0.0001,0.0001
38.1112,37.7302,0.0372988,-0.00840626,1.57,0.52,0.0001,0.0001
38.0732,37.7662,-0.033114,-0.0136049,1.57,0.52,0.0001,0.0001
38.0252,37.8051,0.0262288,-0.00466214,1.57,0.52,0.0001,0.0001
37.9804,37.8332,-0.0243225,-0.00620243,1.57,0.52,0.0001,0.0001
37.9263,37.8645,0.0182745,-0.000498895,1.57,0.52,0.0001,0.0001
37.8788,37.8835,-0.0182848,-1.48476e-05,1.57,0.52,0.0001,0.0001
37.8238,37.9053,0.0124809,0.00373485,1.57,0.52,0.0001,0.0001
37.778,37.9139,-0.0141829,0.00526209,1.57,0.52,0.0001,0.0001
37.7274,37.9242,0.00817296,0.00783731,1.57,0.52,0.0001,0.0001
37.6881,37.9212,-0.0114597,0.00982727,1.57,0.52,0.0001,0.0001
37.6469,37.9184,0.00487917,0.0116965,1.57,0.52,0.0001,0.0001
37.6187,37.9021,-0.00972874,0.0138146,1.57,0.52,0.0001,0.0001
37.5914,37.8848,0.00227681,0.0152554,1.57,0.52,0.0001,0.0001
37.5779,37.8546,-0.0095419,0.0167138,1.57,0.52,0.0001,0.0001
37.5697,37.8226,0.000953385,0.0193061,1.57,0.52,0.0001,0.0001
37.5759,37.7764,-0.00855563,0.0199765,1.57,0.52,0.0001,0.0001
37.5876,37.727,-0.00113644,0.0218248,1.57,0.52,0.0001,0.0001
37.6152,37.665,-0.00836335,0.0228542,1.57,0.52,0.0001,0.0001
37.6497,37.5995,-0.00281856,0.024187,1.57,0.52,0.0001,0.0001
37.6999,37.5223,-0.00837599,0.0253066,1.57,0.52,0.0001,0.0001
37.7575,37.4417,-0.00421034,0.0262871,1.57,0.52,0.0001,0.0001
37.8297,37.3512,-0.00850391,0.0273521,1.57,0.52,0.0001,0.0001
37.8674,37.204,-0.0133966,0.0244016,1.57,0.52,0.0001,0.0001
37.976,37.1347,0.00162853,0.0331447,1.57,0.52,0.0001,0.0001
38.0924,37.0393,-0.0131534,0.0278913,1.57,0.52,0.0001,0.0001
38.2002,36.9443,-0.00156188,0.0323435,1.57,0.52,0.0001,0.0001
38.3193,36.837,-0.0124091,0.0297232,1.57,0.52,0.0001,0.0001
38.4327,36.7362,-0.00323111,0.0321712,1.57,0.52,0.0001,0.0001
38.5545,36.6302,-0.0113991,0.0307534,1.57,0.52,0.0001,0.0001
38.7137,36.4911,-0.00134252,0.0402692,1.57,0.52,0.0001,0.0001
38.7772,36.4487,-0.019579,0.0127703,1.57,0.52,0.0001,0.0001
38.8846,36.3651,0.00524822,0.0461479,1.57,0.52,0.0001,0.0001
38.9857,36.2937,-0.0156541,0.0202586,1.57,0.52,0.0001,0.0001
39.0824,36.2271,0.00252926,0.0401563,1.57,0.52,0.0001,0.0001
39.1607,36.1832,-0.0124353,0.0222228,1.57,0.52,0.0001,0.0001
39.222,36.1587,0.00144916,0.0339952,1.57,0.52,0.0001,0.0001
39.2393,36.0858,-0.00958239,0.0263066,1.57,0.52,0.0001,0.0001
39.2794,36.1304,0.00131054,0.0261977,1.57,0.52,0.0001,0.0001
39.298,36.1744,-0.00604534,0.0253364,1.57,0.52,0.0001,0.0001
39.2798,36.2429,0.00278297,0.0238786,1.57,0.52,0.0001,0.0001
39.243,36.3241,-0.00242571,0.022683,1.57,0.52,0.0001,0.0001
39.1737,36.4337,0.00471982,0.0204687,1.57,0.52,0.0001,0.0001
39.0856,36.5601,0.00128058,0.01915,1.57,0.52,0.0001,0.0001
38.9682,36.7136,0.00706191,0.01652,1.57,0.52,0.0001,0.0001
38.8326,36.8839,0.00481593,0.0148336,1.57,0.52,0.0001,0.0001
38.6718,37.0775,0.00954872,0.0119305,1.57,0.52,0.0001,0.0001
38.4955,37.2853,0.0082584,0.0100515,1.57,0.52,0.0001,0.0001
38.2998,37.5108,0.0121355,0.0070326,1.57,0.52,0.0001,0.0001
38.0932,37.7459,0.0115363,0.00504985,1.57,0.52,0.0001,0.0001
37.8742,37.9919,0.014698,0.00206806,1.57,0.52,0.0001,0.0001
37.6501,38.242,0.0145627,9.26948e-05,1.57,0.52,0.0001,0.0001
37.421,38.496,0.0171058,-0.00270922,1.57,0.52,0.0001,0.0001
37.193,38.7481,0.0172375,-0.00456206,1.57,0.52,0.0001,0.0001
36.9659,39.0011,0.0194932,-0.00735365,1.57,0.52,0.0001,0.0001
36.7463,39.2461,0.0194698,-0.00868762,1.57,0.52,0.0001,0.0001
36.5367,39.4785,0.0207226,-0.0107525,1.57,0.52,0.0001,0.0001
36.3386,39.6991,0.0211624,-0.0120827,1.57,0.52,0.0001,0.0001
36.154,39.9063,0.0219463,-0.013709,1.57,0.52,0.0001,0.0001
35.9852,40.0975,0.0221443,-0.0146794,1.57,0.52,0.0001,0.0001
