-0.577,-0.577,0,0.578,0,0,0,0,0,0,0,0,0,0,0,0
-0.465706,-0.517086,-0.000181787,0.573929,-0.000510164,-6.88006e-05,1.79389e-06,-5.29737e-05,13.8717,7.46513,-0.0254633,-0.490354,-0.0614463,-0.0082549,0.000109312,-0.00591905
-0.398508,-0.478761,-0.000493585,0.567478,-0.000483453,0.000119336,-7.70736e-06,-0.000134987,1.44061,1.06235,-0.0211497,-0.55558,0.0367075,0.0283015,-0.00110581,-0.00797743
-0.323347,-0.432633,-0.00086011,0.558232,6.57531e-05,0.000558218,-2.55421e-05,-0.000256686,8.67615,5.24909,-0.0370029,-0.881192,0.0521378,0.0413685,-0.00170361,-0.0111225
-0.285557,-0.398824,-0.00104097,0.547029,0.00154943,0.00136205,-4.92661e-05,-0.000428327,0.373546,1.60081,-0.00618177,-0.956327,0.160996,0.0801587,-0.00202773,-0.0161309
-0.238343,-0.360624,-0.00111996,0.533523,0.00371227,0.00251087,-7.6238e-05,-0.00064704,5.71341,3.97549,-0.0131316,-1.20937,0.191831,0.103849,-0.00233886,-0.0191709
-0.214556,-0.329816,-0.000930013,0.51836,0.00679353,0.00407163,-0.000102646,-0.000920613,0.11091,1.86011,0.0192886,-1.28782,0.292983,0.143387,-0.00205638,-0.0246259
-0.182258,-0.29672,-0.000593827,0.501311,0.0105474,0.00602728,-0.000126614,-0.00124111,3.98028,3.20244,0.0171089,-1.48487,0.327949,0.17292,-0.00192312,-0.0276023
-0.165047,-0.268252,-5.00186e-06,0.482868,0.0151109,0.00841601,-0.000143956,-0.00161227,0.158732,1.95285,0.0424684,-1.55996,0.41529,0.212253,-0.0011256,-0.0324797
-0.140984,-0.238823,0.00071784,0.462908,0.020269,0.0112214,-0.000152991,-0.00202459,2.9284,2.69671,0.0415845,-1.71198,0.448672,0.244617,-0.000502181,-0.0351052
-0.126887,-0.212432,0.00163918,0.441789,0.0260975,0.0144633,-0.00014961,-0.00247848,0.299366,1.94759,0.0579974,-1.78102,0.520988,0.283013,0.000765162,-0.0389943
-0.107521,-0.185807,0.00265874,0.419454,0.0324163,0.018125,-0.00013225,-0.00296438,2.2716,2.34857,0.0564244,-1.89713,0.550211,0.316211,0.00186796,-0.0409948
-0.0949729,-0.161349,0.00381478,0.396204,0.0392644,0.0222128,-9.7183e-05,-0.00347993,0.432573,1.87775,0.0645467,-1.95242,0.6084,0.352867,0.00354967,-0.0436864
-0.0786197,-0.137199,0.00502797,0.372038,0.0464942,0.0267084,-4.31064e-05,-0.00401604,1.82866,2.07417,0.0614396,-2.03856,0.632485,0.385477,0.00507717,-0.0448829
-0.0670219,-0.114656,0.00632079,0.347181,0.0541223,0.0316093,3.30946e-05,-0.00456896,0.535603,1.77548,0.06294,-2.08058,0.678182,0.419806,0.00709281,-0.0463698
-0.052727,-0.0926917,0.00763345,0.321662,0.0620285,0.0368953,0.000132289,-0.00513041,1.51988,1.85239,0.0581885,-2.14112,0.697006,0.45075,0.00895197,-0.0466765
