3,0,0,3,0,0
3,0.000561922,-0.00469628,3,0,0
2.9995,0.00018505,-0.0549363,3,0,0
2.99949,0.000166714,-0.0552488,3,0,0
2.99949,0.000163434,-0.0552866,3,0,0
2.99952,0.0001882,-0.0536742,3,0,0
2.99954,0.000291885,-0.0525225,3,0,0
2.99955,0.00030518,-0.0521548,3,0,0
2.99939,0.000334447,-0.0605966,3,0,0
2.99938,0.000332621,-0.0607835,3,0,0
2.9983,0.000636311,-0.100937,3,0,0
2.99827,0.000639322,-0.101874,3,0,0
2.99834,0.000752582,-0.0999023,3,0,0
2.99834,0.000757959,-0.099656,3,0,0
2.99835,0.000753552,-0.0994077,3,0,0
2.99882,0.000388361,-0.0841214,3,0,0
2.99955,0.000301158,-0.0518164,3,0,0
2.99939,3.46704e-05,0.0602774,3,0,0
2.99697,-0.000117463,0.134699,3,0,0
2.99609,-0.000143388,0.153037,3,0,0
2.99167,-0.000120357,0.223353,3,0,0
2.9999,0.000547692,0.0244012,3,0,0
2.99995,0.000624235,0.0177466,3,0,0
2.99998,0.000667444,0.01034,3,0,0
2.99998,0.000670904,0.010308,3,0,0
2.99998,0.000673979,0.0102808,3,0,0
2.99998,0.000676358,0.0102575,3,0,0
2.99998,0.000678143,0.0102372,3,0,0
2.99998,0.000679443,0.0102193,3,0,0
2.99998,0.000680347,0.0102032,3,0,0
2.99998,0.000680924,0.0101886,3,0,0
2.99998,0.000681229,0.0101751,3,0,0
2.99998,0.000681307,0.0101625,3,0,0
2.99998,0.000681195,0.0101504,3,0,0
2.99998,0.000680919,0.0101388,3,0,0
2.99998,0.000680504,0.0101276,3,0,0
2.99998,0.000679966,0.0101165,3,0,0
2.99998,0.000679355,0.0101054,3,0,0
2.99998,0.000678682,0.0100943,3,0,0
2.99998,0.000677957,0.010083,3,0,0
2.99998,0.000677186,0.0100716,3,0,0
2.99998,0.000676377,0.01006,3,0,0
2.99998,0.000675533,0.0100481,3,0,0
2.99998,0.00067466,0.010036,3,0,0
2.99998,0.000673759,0.0100236,3,0,0
2.99998,0.000672832,0.0100109,3,0,0
2.99998,0.000671884,0.00999788,3,0,0
2.99998,0.000670914,0.00998458,3,0,0
2.99998,0.000669924,0.00997096,3,0,0
2.99998,0.00066892,0.00995701,3,0,0
2.99998,0.000667902,0.00994271,3,0,0
2.99998,0.000666872,0.00992808,3,0,0
2.99998,0.00066583,0.0099131,3,0,0
2.99998,0.000664775,0.00989777,3,0,0
2.99998,0.000663709,0.00988208,3,0,0
2.99998,0.000662633,0.00986605,3,0,0
2.99998,0.000661545,0.00984966,3,0,0
2.99998,0.000660447,0.00983291,3,0,0
2.99998,0.000659338,0.00981581,3,0,0
2.99998,0.00065822,0.00979836,3,0,0
2.99998,0.000657091,0.00978054,3,0,0
2.99998,0.000655954,0.00976236,3,0,0
2.99998,0.000654809,0.00974383,3,0,0
2.99998,0.000653657,0.00972493,3,0,0
2.99998,0.000652498,0.00970567,3,0,0
2.99998,0.000651331,0.00968605,3,0,0
2.99998,0.000650157,0.00966606,3,0,0
2.99998,0.000648976,0.00964571,3,0,0
2.99998,0.000647787,0.009625,3,0,0
2.99998,0.000646592,0.00960393,3,0,0
2.99998,0.000645389,0.0095825,3,0,0
2.99998,0.00064418,0.0095607,3,0,0
2.99998,0.000642973,0.00953852,3,0,0
2.99998,0.000641752,0.009516,3,0,0
2.99998,0.000640525,0.0094931,3,0,0
2.99998,0.000639295,0.00946985,3,0,0
2.99999,0.000638059,0.00944622,3,0,0
2.99999,0.000636819,0.00942224,3,0,0
2.99999,0.000635574,0.00939788,3,0,0
2.99999,0.000634324,0.00937316,3,0,0
2.99999,0.000633071,0.00934808,3,0,0
2.99999,0.000631813,0.00932263,3,0,0
2.99999,0.00063055,0.00929681,3,0,0
2.99999,0.000629284,0.00927063,3,0,0
2.99999,0.000628013,0.00924408,3,0,0
2.99999,0.00062674,0.00921716,3,0,0
2.99999,0.000625464,0.00918987,3,0,0
2.99999,0.000624187,0.00916222,3,0,0
2.99999,0.000622907,0.0091342,3,0,0
2.99999,0.000621626,0.00910581,3,0,0
2.99999,0.000620343,0.00907705,3,0,0
2.99999,0.000619058,0.00904792,3,0,0
2.99999,0.000617771,0.00901843,3,0,0
2.99999,0.000616483,0.00898856,3,0,0
2.99999,0.000615193,0.00895833,3,0,0
2.99999,0.000613902,0.00892773,3,0,0
2.99999,0.000612609,0.00889676,3,0,0
2.99999,0.000611317,0.00886542,3,0,0
2.99999,0.000610025,0.00883371,3,0,0
2.99999,0.000608733,0.00880162,3,0,0
2.99999,0.000607442,0.00876917,3,0,0
2.99999,0.000606152,0.00873635,3,0,0
2.99999,0.000604862,0.00870315,3,0,0
2.99999,0.000603574,0.00866959,3,0,0
