37.7237,36.7157,1.17228,0.539425,1.57,0.52,0.0001,0.0001
37.7694,36.8724,-0.958245,-0.55463,1.57,0.52,0.0001,0.0001
37.7824,36.9088,0.52587,0.277182,1.57,0.52,0.0001,0.0001
37.7945,37.0291,-0.590195,-0.321778,1.57,0.52,0.0001,0.0001
37.8808,37.0457,0.349299,0.118554,1.57,0.52,0.0001,0.0001
38.188,37.4069,-0.180919,-0.126389,1.57,0.52,0.0001,0.0001
37.9734,37.1533,-0.175761,-0.120395,1.57,0.52,0.0001,0.0001
38.052,37.183,0.120044,-0.00620332,1.57,0.52,0.0001,0.0001
38.0882,37.2441,-0.117701,-0.0860675,1.57,0.52,0.0001,0.0001
38.1451,37.2817,0.0872435,-0.0172964,1.57,0.52,0.0001,0.0001
38.1696,37.3392,-0.0800046,-0.0630201,1.57,0.52,0.0001,0.0001
38.2023,37.383,0.0625475,-0.0209807,1.57,0.52,0.0001,0.0001
38.2117,37.4374,-0.0552002,-0.0465403,1.57,0.52,0.0001,0.0001
38.2211,37.4847,0.0444825,-0.0203319,1.57,0.52,0.0001,0.0001
38.2147,37.5358,-0.038662,-0.0340091,1.57,0.52,0.0001,0.0001
38.2033,37.5836,0.0313944,-0.0173673,1.57,0.52,0.0001,0.0001
38.1821,37.6303,-0.0275028,-0.0239802,1.57,0.52,0.0001,0.0001
38.1536,37.6758,0.0218762,-0.0137222,1.57,0.52,0.0001,0.0001
38.1196,37.717,-0.0197875,-0.015067,1.57,0.52,0.0001,0.0001
38.078,37.758,0.015105,-0.00892191,1.57,0.52,0.0001,0.0001
38.0346,37.7925,-0.0147098,-0.00839259,1.57,0.52,0.0001,0.0001
37.9845,37.8268,0.0102357,-0.0039563,1.57,0.52,0.0001,0.0001
37.9356,37.8532,-0.0112672,-0.00244885,1.57,0.52,0.0001,0.0001
37.8819,37.8789,0.00666057,0.000856889,1.57,0.52,0.0001,0.0001
37.8321,37.8959,-0.00898739,0.00282429,1.57,0.52,0.0001,0.0001
37.7799,37.9114,0.00395937,0.00538564,1.57,0.52,0.0001,0.0001
37.7339,37.9174,-0.00754804,0.0075079,1.57,0.52,0.0001,0.0001
37.6882,37.9208,0.00185238,0.00959348,1.57,0.52,0.0001,0.0001
37.6509,37.9143,-0.00675511,0.0116421,1.57,0.52,0.0001,0.0001
37.6165,37.9043,0.000111705,0.0134082,1.57,0.52,0.0001,0.0001
37.5924,37.8839,-0.00638075,0.0153624,1.57,0.52,0.0001,0.0001
37.5736,37.8589,-0.00138063,0.0168619,1.57,0.52,0.0001,0.0001
37.5668,37.8234,-0.00634663,0.0186618,1.57,0.52,0.0001,0.0001
37.5673,37.7826,-0.00270284,0.0199597,1.57,0.52,0.0001,0.0001
37.5806,37.7315,-0.0065617,0.0215367,1.57,0.52,0.0001,0.0001
37.6031,37.6743,-0.00384824,0.0227736,1.57,0.52,0.0001,0.0001
37.6382,37.6079,-0.00775592,0.0234933,1.57,0.52,0.0001,0.0001
37.6835,37.5352,-0.00378826,0.0258792,1.57,0.52,0.0001,0.0001
37.7425,37.453,-0.00811684,0.0258798,1.57,0.52,0.0001,0.0001
37.8106,37.3661,-0.005012,0.0276545,1.57,0.52,0.0001,0.0001
37.8916,37.2709,-0.00838229,0.0279227,1.57,0.52,0.0001,0.0001
37.9802,37.1728,-0.00600852,0.02911,1.57,0.52,0.0001,0.0001
38.0797,37.0686,-0.00855596,0.0295334,1.57,0.52,0.0001,0.0001
38.1846,36.9636,-0.00671499,0.0302627,1.57,0.52,0.0001,0.0001
38.306,36.8469,-0.0103561,0.0310937,1.57,0.52,0.0001,0.0001
38.4195,36.7424,-0.00574681,0.0302497,1.57,0.52,0.0001,0.0001
38.5403,36.6352,-0.00989462,0.0316899,1.57,0.52,0.0001,0.0001
38.656,36.5369,-0.00600387,0.0310406,1.57,0.52,0.0001,0.0001
38.7753,36.4416,-0.00873655,0.0318525,1.57,0.52,0.0001,0.0001
38.8848,36.357,-0.00608524,0.0311783,1.57,0.52,0.0001,0.0001
38.9891,36.2809,-0.00766031,0.0313274,1.57,0.52,0.0001,0.0001
39.0813,36.2196,-0.00516765,0.0307131,1.57,0.52,0.0001,0.0001
39.1631,36.1714,-0.00619207,0.0302908,1.57,0.52,0.0001,0.0001
39.2278,36.1421,-0.0038988,0.029361,1.57,0.52,0.0001,0.0001
39.2759,36.131,-0.00438277,0.0284115,1.57,0.52,0.0001,0.0001
39.3036,36.1414,-0.00199539,0.0275099,1.57,0.52,0.0001,0.0001
39.311,36.1728,-0.00215234,0.0260142,1.57,0.52,0.0001,0.0001
39.294,36.2286,5.91248e-05,0.0245234,1.57,0.52,0.0001,0.0001
39.2171,36.2514,0.000884474,0.0252131,1.57,0.52,0.0001,0.0001
39.1315,36.3299,0.000498838,0.0184095,1.57,0.52,0.0001,0.0001
39.0762,36.4939,0.00307902,0.0193231,1.57,0.52,0.0001,0.0001
38.9796,36.6631,0.00390114,0.0160286,1.57,0.52,0.0001,0.0001
38.8522,36.8436,0.00626331,0.0151619,1.57,0.52,0.0001,0.0001
38.6988,37.0397,0.00730447,0.0120146,1.57,0.52,0.0001,0.0001
38.524,37.2508,0.00941173,0.0103297,1.57,0.52,0.0001,0.0001
38.3312,37.4761,0.010525,0.0073459,1.57,0.52,0.0001,0.0001
38.1234,37.7159,0.0127266,0.00496705,1.57,0.52,0.0001,0.0001
37.9061,37.961,0.0131784,0.00273319,1.57,0.52,0.0001,0.0001
37.6316,38.1681,0.018166,0.000411037,1.57,0.52,0.0001,0.0001
37.4293,38.4437,0.0126077,-0.0025722,1.57,0.52,0.0001,0.0001
37.21,38.7114,0.0200822,-0.00465364,1.57,0.52,0.0001,0.0001
36.9912,38.9665,0.0162604,-0.00650448,1.57,0.52,0.0001,0.0001
36.7718,39.2153,0.0216265,-0.00895721,1.57,0.52,0.0001,0.0001
36.5625,39.4508,0.0189545,-0.0101686,1.57,0.52,0.0001,0.0001
36.3613,39.6764,0.022704,-0.0124583,1.57,0.52,0.0001,0.0001
36.1753,39.8859,0.0207852,-0.0131856,1.57,0.52,0.0001,0.0001
36.0028,40.0814,0.0232595,-0.0150766,1.57,0.52,0.0001,0.0001
35.8494,40.2575,0.0217865,-0.0154266,1.57,0.52,0.0001,0.0001
35.7123,40.417,0.023268,-0.0166549,1.57,0.52,0.0001,0.0001
35.5962,40.5551,0.0218874,-0.0167771,1.57,0.52,0.0001,0.0001
35.4999,40.6726,0.0225795,-0.0174286,1.57,0.52,0.0001,0.0001
35.4257,40.7673,0.0212363,-0.0171159,1.57,0.52,0.0001,0.0001
35.3734,40.8387,0.0212231,-0.0173016,1.57,0.52,0.0001,0.0001
35.3447,40.885,0.0202454,-0.0167128,1.57,0.52,0.0001,0.0001
35.3366,40.9086,0.0186749,-0.0159953,1.57,0.52,0.0001,0.0001
35.3515,40.907,0.018069,-0.0153889,1.57,0.52,0.0001,0.0001
35.3897,40.8792,0.0162965,-0.0142956,1.57,0.52,0.0001,0.0001
35.4003,40.7817,0.0180767,-0.0124115,1.57,0.52,0.0001,0.0001
35.5096,40.7247,0.00966699,-0.01305,1.57,0.52,0.0001,0.0001
35.6276,40.6313,0.014148,-0.0106893,1.57,0.52,0.0001,0.0001
35.7624,40.5055,0.00739889,-0.00973799,1.57,0.52,0.0001,0.0001
35.9132,40.353,0.00965537,-0.00797708,1.57,0.52,0.0001,0.0001
36.0832,40.1743,0.0041403,-0.0064636,1.57,0.52,0.0001,0.0001
36.221,39.9266,0.00747907,-0.00209046,1.57,0.52,0.0001,0.0001
36.4479,39.7298,-0.00304336,-0.00683128,1.57,0.52,0.0001,0.0001
36.6767,39.5025,0.00218688,-0.000577431,1.57,0.52,0.0001,0.0001
36.9125,39.2531,-0.00615707,-0.00230367,1.57,0.52,0.0001,0.0001
37.1541,38.9885,-0.00316943,0.00159167,1.57,0.52,0.0001,0.0001
37.3554,38.6631,-0.00760881,0.00558759,1.57,0.52,0.0001,0.0001
37.6299,38.4066,-0.0111889,-0.00118577,1.57,0.52,0.0001,0.0001
37.8959,38.1329,-0.0118223,0.00665188,1.57,0.52,0.0001,0.0001
38.1542,37.8544,-0.0148945,0.00335018,1.57,0.52,0.0001,0.0001
38.4093,37.5755,-0.0163032,0.00821717,1.57,0.52,0.0001,0.0001
38.6532,37.3039,-0.017664,0.00661186,1.57,0.52,0.0001,0.0001
38.8886,37.0415,-0.0195394,0.00965433,1.57,0.52,0.0001,0.0001
39.1129,36.7924,-0.0205852,0.00908753,1.57,0.52,0.0001,0.0001
39.3282,36.5578,-0.0224643,0.0109937,1.57,0.52,0.0001,0.0001
